kepid,kepoi_name,kepler_name,koi_score,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_kepmag
3545135,K02755.01,Kepler-1689 b,0.995,CONFIRMED,CANDIDATE,0,0,0,0,8.48299282,0.564,2.505,69.1,21.3,0.8,879.0,141.04,5827.0,4.471,0.933,12.147
6964929,K02756.01,Kepler-1340 b,0.941,CONFIRMED,CANDIDATE,0,0,0,0,0.665025941,0.448,1.7542,104.7,26.5,1.11,2174.0,5246.66,5884.0,4.408,1.07,14.758
6432345,K02757.01,Kepler-1690 b,0.998,CONFIRMED,CANDIDATE,0,0,0,0,234.635652,0.025,6.965,868.5,26.7,2.56,267.0,1.2,5422.0,4.481,0.885,14.607
8703129,K02758.01,,0.977,CANDIDATE,CANDIDATE,0,0,0,0,253.374581,0.028,22.889,1104.0,99.9,19.25,555.0,22.41,5177.0,3.216,5.949,11.893
11565924,K02837.01,Kepler-1364 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,13.32191461,0.784,6.213,133.5,24.3,2.88,1299.0,672.06,6995.0,3.925,2.274,13.228
6607357,K02838.01,Kepler-1365 b,0.996,CONFIRMED,CANDIDATE,0,0,0,0,7.69994466,0.018,4.432,70.9,17.4,0.92,969.0,208.61,5727.0,4.328,1.104,13.421
6607357,K02838.02,Kepler-1365 c,0.936,CONFIRMED,CANDIDATE,0,0,0,0,4.77466043,0.03,3.804,54.3,15.5,0.81,1137.0,395.06,5727.0,4.328,1.104,13.421
9451706,K00271.02,Kepler-127 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,29.39337161,0.512,7.0445,327.0,69.7,2.5,698.0,55.98,6075.0,4.264,1.352,11.485
6186964,K02839.01,Kepler-1366 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,2.164570593,0.338,1.2862,525.1,19.8,1.27,783.0,88.91,3941.0,4.713,0.554,15.877
5471202,K02911.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,12.4258343,0.967,28.1171,449.4,72.0,2.75,830.0,111.92,6185.0,4.472,0.991,14.865
9640439,K02912.01,,0.052,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.873227249,0.14,0.7948,221.8,21.9,1.68,2152.0,5053.02,6341.0,4.409,1.111,15.153
9693006,K02913.01,Kepler-1385 b,0.997,CONFIRMED,CANDIDATE,0,0,0,0,2.88878583,0.242,2.977,40.9,17.2,0.84,1423.0,969.05,5696.0,4.247,1.331,12.858
6837283,K02914.01,,0.988,CANDIDATE,CANDIDATE,0,0,0,0,21.1181653,0.675,9.734,112.7,26.3,2.89,1110.0,359.11,6461.0,3.779,2.566,12.199
5613821,K02915.01,,0.999,CANDIDATE,CANDIDATE,0,0,0,0,5.06092282,0.944,2.586,71.6,15.7,0.98,998.0,234.93,5637.0,4.492,0.911,13.346
6627507,K02697.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,7.37453336,1.139,3.745,304.4,33.1,87.08,1654.0,1770.84,5028.0,3.289,4.991,12.904
5128673,K02698.01,Kepler-1316 b,0.95,CONFIRMED,CANDIDATE,0,0,0,0,87.9724227,0.015,14.638,866.7,64.6,3.39,446.0,9.37,5837.0,4.305,1.159,14.0
6690836,K02699.01,Kepler-1317 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,0.568874717,0.05,1.2177,378.4,50.4,1.49,1796.0,2473.19,5223.0,4.593,0.78,15.23
8639908,K02700.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,0.910020582,0.79,1.7956,358.1,29.9,1.12,1127.0,380.16,4297.0,4.725,0.533,15.381
5481148,K02701.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,22.023514,0.934,1.932,1670.0,10.2,4.79,639.0,39.45,5860.0,4.489,0.936,14.818
11076400,K02759.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,1.07808492,0.287,0.8551,155.6,22.9,1.01,1417.0,951.61,4906.0,4.511,0.814,14.288
7877978,K02760.01,Kepler-1874 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,56.5732318,0.942,4.188,688.5,21.6,2.69,356.0,3.79,4701.0,4.54,0.775,14.889
7903086,K02761.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.846861455,0.48,1.6605,648.6,35.9,2.23,1337.0,753.4,5591.0,4.559,0.86,15.881
12024120,K00265.01,Kepler-507 b,0.999,CONFIRMED,CANDIDATE,0,0,0,0,3.568099612,0.531,3.2131,98.4,52.5,1.36,1407.0,926.89,6007.0,4.232,1.334,11.994
8210018,K02762.01,Kepler-1341 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,132.9955503,0.703,7.436,1275.4,29.3,2.51,241.0,0.8,4523.0,4.636,0.659,15.028
3642289,K00301.01,Kepler-135 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,6.002548291,0.914,4.1628,202.0,71.6,2.33,1209.0,504.79,6204.0,4.269,1.36,12.73
3642289,K00301.02,Kepler-135 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,11.44865823,0.824,4.953,75.2,21.9,1.32,975.0,213.39,6204.0,4.269,1.36,12.73
3662838,K00302.01,Kepler-516 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,24.85466504,0.746,9.182,776.2,88.0,7.61,1095.0,339.33,6967.0,3.864,2.527,12.059
5966322,K00303.01,Kepler-517 b,0.995,CONFIRMED,CANDIDATE,0,0,0,0,60.92818866,0.009,6.3336,755.6,120.1,2.78,467.0,11.28,5638.0,4.359,1.023,12.193
6029239,K00304.01,Kepler-518 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,8.512037736,0.005,2.1861,597.8,102.2,2.14,839.0,117.11,5767.0,4.538,0.881,12.549
12106929,K00359.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,5.93720557,0.976,4.882,371.4,59.9,1.84,894.0,150.81,5857.0,4.633,0.712,13.799
12107021,K00360.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,5.93719982,0.748,3.95,175.6,37.0,1.47,1059.0,297.14,6102.0,4.457,1.026,13.021
8248939,K00061.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.63345402,1.19,3.817,359.0,7.4,24.87,1750.0,2211.18,6283.0,4.372,1.091,12.179
12404954,K00361.01,Kepler-537 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,3.247548814,0.31,2.5146,209.7,51.6,1.41,1181.0,460.67,5703.0,4.498,0.975,13.1
1571511,K00362.01,,0.004,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,14.022451457,0.189,8.08619,20083.0,2707.7,14.93,810.0,101.92,6061.0,4.401,1.05,13.424
2438070,K00363.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,2.442945167,1.217,4.0145,677.9,102.8,38.29,1587.0,1499.89,5657.0,4.121,1.428,13.771
3747262,K03005.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.312459403,0.732,1.459,36.9,13.9,1.65,2824.0,15018.33,6543.0,3.782,2.507,12.524
10190075,K03007.01,,0.946,CANDIDATE,CANDIDATE,0,0,0,0,11.1916199,0.895,2.1,166.4,11.9,1.47,782.0,88.34,5646.0,4.464,0.956,14.528
9070666,K03008.01,Kepler-1408 b,0.603,CONFIRMED,CANDIDATE,0,0,0,0,2.99792926,0.403,4.398,45.4,16.0,1.12,1616.0,1611.51,5888.0,4.061,1.645,12.003
3642335,K03010.01,Kepler-1410 b,0.996,CONFIRMED,CANDIDATE,0,0,0,0,60.8660974,0.004,4.397,714.3,15.4,1.39,244.0,0.84,3808.0,4.734,0.522,15.757
3328052,K03011.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.11547854,0.755,3.665,222.9,21.6,1.66,1521.0,1264.56,6208.0,4.454,1.024,15.542
10749059,K03086.01,,0.994,CANDIDATE,CANDIDATE,0,0,0,0,174.731515,0.021,8.257,1179.9,16.5,3.0,287.0,1.6,5201.0,4.447,0.897,15.707
9119568,K03087.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,5.54867998,0.095,4.665,68.9,15.4,0.68,882.0,143.26,5258.0,4.514,0.835,12.837
9119568,K03087.02,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.22174063,0.004,7.443,32.2,19.4,0.46,1461.0,1081.5,5258.0,4.514,0.835,12.837
9020114,K03088.01,Kepler-1901 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,3.48412874,0.106,1.422,161.6,13.3,1.16,1132.0,389.41,5696.0,4.519,0.921,14.953
6196457,K00285.01,Kepler-92 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,13.74883059,0.658,6.0968,425.9,167.6,3.63,975.0,213.84,5862.0,4.05,1.67,11.565
7668416,K03089.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,0.858546796,0.241,1.1,106.1,12.2,0.88,1671.0,1846.35,5269.0,4.491,0.864,15.247
6029239,K00304.02,,0.786,CANDIDATE,CANDIDATE,0,0,0,0,5.518195,0.243,1.81,27.1,5.2,0.46,969.0,208.54,5767.0,4.538,0.881,12.549
6063220,K00305.01,Kepler-99 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,4.603575293,0.246,2.3499,440.4,79.7,1.51,810.0,101.65,4783.0,4.602,0.741,12.97
6071903,K00306.01,Kepler-519 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,24.30784323,0.425,2.6054,677.1,35.6,2.14,532.0,18.87,5313.0,4.571,0.82,12.63
6289257,K00307.01,Kepler-520 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,19.67409703,0.914,3.7535,204.9,39.0,1.78,711.0,60.37,6023.0,4.423,1.031,12.797
10905239,K00046.01,Kepler-101 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,3.487688776,0.026,3.83661,1298.8,350.6,5.64,1445.0,1033.07,5576.0,4.065,1.593,13.77
11623629,K00365.01,Kepler-538 b,0.755,CONFIRMED,CANDIDATE,0,0,0,0,81.737872,0.02,6.6923,628.8,135.4,2.16,385.0,5.2,5559.0,4.502,0.873,11.195
3545478,K00366.01,,0.953,CANDIDATE,CANDIDATE,0,0,0,0,75.1122132,0.838,4.9458,3751.5,384.0,23.23,777.0,86.18,6201.0,3.616,3.354,11.714
4815520,K00367.01,Kepler-1656 b,0.998,CONFIRMED,CANDIDATE,0,0,0,0,31.578651216,0.04,2.12791,2125.4,324.3,4.52,570.0,24.94,5733.0,4.442,0.99,11.105
6603043,K00368.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,110.32167272,0.715,13.3624,7296.6,2217.1,18.6,761.0,79.11,9244.0,4.159,2.025,11.375
7175184,K00369.01,Kepler-144 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,5.88527364,0.622,1.9531,112.7,27.4,1.59,1253.0,583.47,6070.0,4.157,1.431,11.992
7109851,K03012.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.086486129,0.524,0.8383,66.0,20.2,1.69,2539.0,9816.28,5911.0,3.861,2.0,12.988
11565544,K03013.01,,0.998,CANDIDATE,CANDIDATE,0,0,0,0,3.76562031,1.193,1.288,232.6,14.6,19.39,1084.0,326.2,5743.0,4.553,0.853,14.698
7347246,K03014.01,Kepler-1411 b,0.941,CONFIRMED,CANDIDATE,0,0,0,0,86.1160885,0.016,6.058,875.2,17.8,3.11,441.0,8.93,6161.0,4.454,1.053,15.831
11403530,K03015.01,Kepler-1412 b,0.939,CONFIRMED,CANDIDATE,0,0,0,0,3.61460332,0.026,3.227,43.9,15.4,0.9,1397.0,900.38,5799.0,4.161,1.375,13.219
5088536,K00282.02,Kepler-130 b,0.999,CONFIRMED,CANDIDATE,0,0,0,0,8.45744892,0.494,3.2893,77.4,31.0,1.02,982.0,220.05,5903.0,4.304,1.137,11.529
12072872,K03017.01,,0.98,CANDIDATE,CANDIDATE,0,0,0,0,2.46288834,0.256,1.724,47.4,11.9,0.67,1391.0,883.43,5893.0,4.395,0.967,13.308
6609270,K03090.01,Kepler-1902 b,0.614,CONFIRMED,CANDIDATE,0,0,0,0,3.82223397,0.725,1.924,362.7,15.9,1.05,601.0,30.84,3729.0,4.733,0.514,15.665
12406807,K03091.01,Kepler-1903 b,0.929,CONFIRMED,CANDIDATE,0,0,0,0,17.067644,0.106,6.026,262.4,13.5,1.62,769.0,82.56,6347.0,4.464,0.996,15.372
8046689,K03092.01,,0.003,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,5.78542702,0.163,2.271,256.2,15.4,1.91,1212.0,510.79,6555.0,4.374,1.178,15.451
5096590,K03093.01,Kepler-1424 b,0.996,CONFIRMED,CANDIDATE,0,0,0,0,29.6099055,0.984,7.433,120.1,14.3,1.74,629.0,37.12,5812.0,4.329,1.122,13.619
9650989,K03095.01,Kepler-1905 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,3.42390809,0.213,1.773,153.1,13.1,1.25,1212.0,508.75,5788.0,4.442,1.015,15.067
6289257,K00307.02,Kepler-520 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,5.21104597,0.833,3.3447,102.7,36.9,1.18,1107.0,354.82,6023.0,4.423,1.031,12.797
6291837,K00308.01,Kepler-1715 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,35.5969684,0.895,6.691,684.5,52.5,3.72,646.0,41.06,6212.0,4.309,1.209,12.351
7024222,K00309.01,,0.001,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.633107509,0.35,1.491,60.8,21.7,0.53,1083.0,324.97,4579.0,4.596,0.684,12.843
7050989,K00312.01,Kepler-136 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,11.57890926,0.359,2.7207,243.4,54.8,2.06,951.0,193.48,6156.0,4.284,1.303,12.459
7175184,K00369.02,Kepler-144 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,10.10463142,0.571,2.369,114.6,24.1,1.59,1046.0,283.38,6070.0,4.157,1.431,11.992
8494142,K00370.01,Kepler-145 c,0.999,CONFIRMED,CANDIDATE,0,0,0,0,42.88247951,0.391,9.7471,408.9,112.2,3.61,709.0,59.6,6143.0,4.039,1.763,11.931
11554435,K00063.01,Kepler-63 b,0.999,CONFIRMED,CANDIDATE,0,0,0,0,9.43414171,0.538,2.8112,3977.0,40.2,5.73,791.0,92.39,5578.0,4.518,0.886,11.582
8494142,K00370.02,Kepler-145 b,0.989,CONFIRMED,CANDIDATE,0,0,0,0,22.95062278,0.748,4.4814,129.8,32.9,2.17,873.0,137.23,6143.0,4.039,1.763,11.931
5652983,K00371.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,498.391282,0.959,6.135,1590.0,49.7,17.14,339.0,3.11,5134.0,3.611,3.107,12.193
6471021,K00372.01,Kepler-539 b,0.006,CONFIRMED,CANDIDATE,0,0,0,0,125.6291479,0.471,9.108,7841.6,150.4,10.02,388.0,5.35,5819.0,4.334,1.111,12.391
7906671,K03018.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,45.1178526,0.97,3.737,389.2,17.3,2.78,517.0,16.87,5585.0,4.339,1.038,14.72
8709688,K03019.01,Kepler-1893 b,0.963,CONFIRMED,CANDIDATE,0,0,0,0,4.17939037,0.317,2.647,172.8,16.1,1.52,1194.0,478.98,5633.0,4.296,1.162,14.927
8241079,K03020.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,10.9192653,0.434,4.572,91.1,15.0,1.9,1107.0,355.29,5745.0,3.939,1.972,13.534
3348285,K03021.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.803835923,0.447,1.397,52.6,12.4,0.78,2129.0,4863.18,6242.0,4.442,1.047,13.7
11618601,K03022.01,Kepler-1894 b,0.828,CONFIRMED,CANDIDATE,0,0,0,0,2.76263737,0.46,1.821,185.0,14.1,1.25,1231.0,544.05,5772.0,4.528,0.901,15.4
7582689,K03097.01,Kepler-431 d,0.983,CONFIRMED,CANDIDATE,0,0,0,0,11.9216035,0.929,5.009,43.2,15.1,0.87,851.0,123.89,6006.0,4.403,1.082,11.973
7582689,K03097.02,Kepler-431 b,0.982,CONFIRMED,CANDIDATE,0,0,0,0,6.80257947,0.889,4.608,32.7,14.7,0.73,1026.0,262.26,6006.0,4.403,1.082,11.973
7582689,K03097.03,Kepler-431 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,8.70312154,0.886,4.807,32.0,13.0,0.72,945.0,188.7,6006.0,4.403,1.082,11.973
9959589,K03098.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.332557603,1.174,6.043,225.3,28.1,19.88,1703.0,1983.27,6091.0,4.487,0.967,15.787
9025922,K00043.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,11.32029599,0.914,4.5866,4303.5,85.0,8.02,811.0,102.12,5780.0,4.438,1.0,13.29
6196457,K00285.02,Kepler-92 c,0.976,CONFIRMED,CANDIDATE,0,0,0,0,26.723169,0.035,8.501,195.0,67.5,2.31,781.0,88.1,5862.0,4.05,1.67,11.565
7050989,K00312.02,Kepler-136 c,0.998,CONFIRMED,CANDIDATE,0,0,0,0,16.39926461,0.115,3.4108,220.8,46.4,1.94,847.0,121.53,6156.0,4.284,1.303,12.459
7419318,K00313.01,Kepler-137 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,18.73577127,0.785,3.0356,567.2,81.8,2.1,568.0,24.66,5188.0,4.547,0.795,12.99
7419318,K00313.02,Kepler-137 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,8.43639829,0.51,3.2451,345.5,76.8,1.5,742.0,71.51,5188.0,4.547,0.795,12.99
7603200,K00314.01,Kepler-138 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,13.78109471,0.545,2.3188,756.0,112.8,1.42,402.0,6.17,3846.0,4.738,0.503,12.925
7603200,K00314.02,Kepler-138 d,1.0,CONFIRMED,CANDIDATE,0,0,0,0,23.08902241,0.32,1.7012,598.3,57.4,1.24,338.0,3.1,3846.0,4.738,0.503,12.925
10905239,K00046.02,Kepler-101 c,0.917,CONFIRMED,CANDIDATE,0,0,0,0,6.02977241,0.379,3.961,54.6,11.5,1.18,1204.0,496.46,5576.0,4.065,1.593,13.77
7364176,K00373.01,Kepler-1718 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,135.1879934,0.023,8.8191,663.4,85.8,2.32,345.0,3.33,5731.0,4.451,0.906,12.765
8686097,K00374.01,Kepler-540 b,0.992,CONFIRMED,CANDIDATE,0,0,0,0,172.7046083,0.004,11.347,659.1,92.9,2.85,355.0,3.77,5851.0,4.302,1.116,12.209
12643589,K00376.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,44.14599042,1.902,3.4015,4467.8,99.6,121.48,624.0,35.87,6692.0,4.383,1.152,13.754
12643589,K00376.02,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.411627439,0.853,1.0814,515.2,53.1,2.99,1966.0,3523.63,6692.0,4.383,1.152,13.754
3323887,K00377.01,Kepler-9 b,0.0,CONFIRMED,CANDIDATE,0,0,0,0,19.270825843,0.169,4.1281,6660.5,577.1,7.74,661.0,45.05,5779.0,4.491,0.956,13.803
11618601,K03022.02,Kepler-1894 c,0.972,CONFIRMED,CANDIDATE,0,0,0,0,5.05368985,0.53,2.514,171.5,11.5,1.21,1007.0,243.06,5772.0,4.528,0.901,15.4
7732285,K03023.01,,0.001,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,4.39049637,0.389,3.0112,113.5,31.1,2.07,1637.0,1701.16,6429.0,3.989,1.908,13.33
9716391,K03025.01,Kepler-1413 b,0.958,CONFIRMED,CANDIDATE,0,0,0,0,13.1829329,0.016,3.594,518.0,13.8,1.84,661.0,45.19,5382.0,4.571,0.827,16.239
6929841,K03026.01,Kepler-1414 b,0.998,CONFIRMED,CANDIDATE,0,0,0,0,3.51575492,0.061,1.381,237.4,15.2,1.35,1033.0,269.57,5094.0,4.45,0.901,14.897
5088536,K00282.03,Kepler-130 d,0.894,CONFIRMED,CANDIDATE,0,0,0,0,87.5177787,0.983,2.55,136.5,12.2,1.85,451.0,9.76,5903.0,4.304,1.137,11.529
5124254,K03099.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,14.0498182,0.569,2.907,472.0,14.5,1.45,480.0,12.56,4228.0,4.618,0.652,15.648
11508644,K03101.01,Kepler-1426 b,0.998,CONFIRMED,CANDIDATE,0,0,0,0,14.2563272,0.894,4.796,206.1,14.3,1.73,797.0,95.22,6140.0,4.455,1.027,15.192
12168993,K03105.01,,0.999,CANDIDATE,CANDIDATE,0,0,0,0,4.21223579,0.97,7.898,116.4,12.8,1.04,887.0,146.4,5116.0,4.591,0.7,15.277
8895758,K03106.01,Kepler-1427 b,0.877,CONFIRMED,CANDIDATE,0,0,0,0,0.968980781,0.065,1.517,118.5,12.8,1.08,1844.0,2730.51,5866.0,4.473,1.0,15.415
10031500,K03107.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,8.589562,1.138,9.885,245.4,14.0,15.95,891.0,148.61,5766.0,4.404,0.945,15.214
7603200,K00314.03,Kepler-138 b,0.999,CONFIRMED,CANDIDATE,0,0,0,0,10.31282204,0.061,2.0138,137.6,22.0,0.59,443.0,9.07,3846.0,4.738,0.503,12.925
7700622,K00315.01,Kepler-1716 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,35.58349688,0.001,3.9885,937.6,90.8,2.03,408.0,6.54,4894.0,4.637,0.684,12.968
8008067,K00316.01,Kepler-139 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,15.77111067,0.009,5.0574,547.1,123.2,2.62,752.0,75.61,5620.0,4.333,1.143,12.701
8008067,K00316.02,Kepler-139 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,157.0659976,0.004,8.1289,551.4,50.9,2.63,350.0,3.53,5620.0,4.333,1.143,12.701
8008067,K00316.03,Kepler-139 d,1.0,CONFIRMED,CANDIDATE,0,0,0,0,7.305706326,0.826,1.4228,264.9,43.6,2.11,972.0,210.72,5620.0,4.333,1.143,12.701
7051180,K00064.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,1.951082219,0.925,1.6975,1151.8,30.1,10.35,2005.0,3822.26,5302.0,3.768,2.426,13.143
2449074,K00378.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,4.94402197,1.157,4.062,363.3,33.0,32.92,1419.0,958.29,6013.0,4.035,1.7,13.15
2446113,K00379.01,,0.073,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,6.71725648,0.163,2.5207,272.7,49.1,2.78,1264.0,603.71,6078.0,4.094,1.683,13.319
2446113,K00379.02,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,23.1375919,0.429,3.35,114.0,12.9,1.83,837.0,115.86,6078.0,4.094,1.683,13.319
11137180,K03027.01,Kepler-1895 b,0.929,CONFIRMED,CANDIDATE,0,0,0,0,6.07032548,0.454,1.341,311.6,11.9,1.36,789.0,91.45,5076.0,4.598,0.763,15.489
9838804,K03028.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1.33256952,0.463,2.915,163.5,16.5,1.06,1461.0,1076.99,5547.0,4.571,0.82,15.983
5903749,K03029.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,18.9763286,0.922,2.379,329.8,11.0,2.24,638.0,39.11,5300.0,4.385,0.986,14.948
5903749,K03029.02,,0.985,CANDIDATE,CANDIDATE,0,0,0,0,6.34724702,0.739,3.097,159.8,11.1,1.35,919.0,168.14,5300.0,4.385,0.986,14.948
5524881,K03030.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,7.19552624,0.593,4.095,214.6,15.6,1.67,1037.0,273.05,6242.0,4.432,1.093,15.614
3756264,K03108.01,Kepler-1906 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,7.36272124,0.253,1.3287,429.3,17.8,1.86,901.0,155.72,5868.0,4.53,0.894,14.941
11572193,K03109.01,Kepler-1428 b,0.989,CONFIRMED,CANDIDATE,0,0,0,0,10.6761592,0.403,4.594,151.0,14.1,1.79,1049.0,285.79,6460.0,4.267,1.434,13.688
11285870,K03110.01,Kepler-1429 b,0.972,CONFIRMED,CANDIDATE,0,0,0,0,4.48494315,0.3,2.752,134.9,12.4,1.23,1199.0,488.22,6217.0,4.437,1.051,14.879
8581240,K03111.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,10.76800074,0.583,3.494,65.1,14.2,0.92,885.0,144.85,5874.0,4.338,1.096,12.863
8581240,K03111.02,,0.986,CANDIDATE,CANDIDATE,0,0,0,0,4.32848303,0.367,2.955,35.5,11.4,0.66,1199.0,488.23,5874.0,4.338,1.096,12.863
6196457,K00285.03,Kepler-92 d,0.476,CONFIRMED,CANDIDATE,0,0,0,0,49.3567907,0.277,10.954,130.2,35.0,1.91,637.0,38.86,5862.0,4.05,1.67,11.565
8121310,K00317.01,Kepler-521 b,0.999,CONFIRMED,CANDIDATE,0,0,0,0,22.20809549,0.017,7.3327,463.2,92.7,3.02,803.0,98.36,6336.0,4.266,1.403,12.885
8156120,K00318.01,Kepler-522 b,0.987,CONFIRMED,CANDIDATE,0,0,0,0,38.5833679,0.905,12.391,1388.2,46.1,8.56,761.0,79.08,6273.0,4.04,1.927,12.211
8684730,K00319.01,,0.998,CANDIDATE,CANDIDATE,0,0,0,0,46.15119482,0.904,6.3427,1817.3,286.0,10.02,703.0,57.8,5877.0,3.927,1.963,12.711
8700558,K00320.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,4.79179893,1.209,2.9283,123.9,46.3,26.26,1249.0,575.43,6499.0,4.408,1.103,12.174
8753657,K00321.01,Kepler-406 b,1.0,CONFIRMED,CANDIDATE,0,0,0,0,2.426304127,0.694,2.6624,185.4,97.0,1.41,1302.0,679.12,5678.0,4.484,0.97,12.52
8554498,K00005.01,,1.0,CANDIDATE,CANDIDATE,0,0,0,0,4.780327581,0.952,2.0253,960.8,380.8,7.14,1441.0,1020.05,5937.0,4.012,1.787,11.665
3847708,K00389.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,3.741231778,0.25,2.469,419.0,66.6,1.55,951.0,193.55,5206.0,4.598,0.767,13.936
3849155,K00390.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.168310132,0.107,1.31,283.3,64.7,1.43,1577.0,1469.16,5509.0,4.487,0.857,13.831
3858804,K00391.01,,0.0,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,25.9525478,1.228,21.328,478.4,57.0,74.69,865.0,132.4,5211.0,3.715,2.721,13.778
3942670,K00392.01,Kepler-147 c,1.0,CONFIRMED,CANDIDATE,0,0,0,0,33.4160553,0.947,8.605,275.8,29.3,2.98,689.0,53.18,6007.0,4.178,1.42,13.954
3942670,K00392.02,Kepler-147 b,0.993,CONFIRMED,CANDIDATE,0,0,0,0,12.6119685,0.709,6.372,76.5,12.2,1.33,953.0,194.9,6007.0,4.178,1.42,13.954
6949898,K03031.01,,0.991,CANDIDATE,CANDIDATE,0,0,0,0,7.64809462,0.265,2.216,195.9,12.2,1.19,840.0,117.65,5641.0,4.554,0.85,15.267
